age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
29,Private,HS-grad,9,Separated,Sales,Unmarried,White,Female,6788,1485,37,United-States,<=50K
39,Private,HS-grad,7,Never-married,Sales,Unmarried,Black,Female,6717,2378,35,United-States,<=50K
26,Private,HS-grad,8,Divorced,Other-service,Unmarried,White,Female,4052,1300,46,United-States,<=50K
27,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,4004,3639,41,United-States,<=50K
52,Private,9th,10,Widowed,Adm-clerical,Unmarried,White,Female,4305,1005,41,United-States,<=50K
50,Local-gov,Some-college,8,Divorced,Other-service,Unmarried,Black,Female,4007,3092,30,United-States,<=50K
51,Private,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6126,2598,40,United-States,>50K
51,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,5277,3277,32,United-States,>50K
40,Private,HS-grad,12,Married-civ-spouse,Sales,Husband,White,Male,4193,2536,43,United-States,>50K
61,Private,7th-8th,9,Widowed,Farming-fishing,Not-in-family,Black,Male,6410,2108,49,United-States,<=50K
35,Private,HS-grad,7,Divorced,Craft-repair,Unmarried,White,Male,6575,2831,42,United-States,<=50K
41,?,HS-grad,10,Divorced,?,Not-in-family,Black,Female,5624,1214,44,United-States,<=50K
31,Private,Masters,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,6779,3266,34,United-States,>50K
20,Private,HS-grad,6,Never-married,Handlers-cleaners,Own-child,White,Male,4171,1277,35,United-States,<=50K
35,Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,5013,1792,50,United-States,<=50K
51,Private,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6723,3576,40,United-States,>50K
39,Self-emp-inc,Masters,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,6703,1340,42,Japan,>50K
69,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,5419,3158,45,United-States,<=50K
21,Private,Some-college,11,Never-married,Sales,Own-child,White,Male,6913,1766,32,United-States,<=50K
24,Private,Bachelors,9,Never-married,Tech-support,Not-in-family,White,Male,5189,2394,46,United-States,<=50K
55,Private,HS-grad,10,Married-civ-spouse,Other-service,Husband,Black,Male,4548,2880,33,United-States,<=50K
42,Self-emp-not-inc,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4450,1881,34,United-States,<=50K
48,Private,11th,10,Married-civ-spouse,Other-service,Wife,White,Female,4137,1877,48,United-States,<=50K
31,Private,Bachelors,9,Never-married,Tech-support,Not-in-family,White,Female,6776,1338,37,United-States,<=50K
52,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,4205,2857,34,United-States,>50K
30,Private,Some-college,12,Never-married,Other-service,Not-in-family,White,Female,4445,1614,42,United-States,<=50K
29,Private,HS-grad,6,Never-married,Craft-repair,Not-in-family,White,Male,3962,1141,50,United-States,<=50K
32,Private,Some-college,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5718,1668,34,United-States,<=50K
56,Private,9th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,6246,2179,49,United-States,<=50K
40,Private,Some-college,11,Married-civ-spouse,Transport-moving,Husband,White,Male,5762,1568,38,United-States,<=50K
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,5697,2188,36,United-States,<=50K
36,Private,Some-college,9,Separated,Craft-repair,Not-in-family,White,Male,4336,1130,31,United-States,<=50K
45,Private,Bachelors,6,Never-married,Prof-specialty,Not-in-family,White,Male,5650,3423,40,United-States,<=50K
38,Private,9th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,5788,1614,50,United-States,<=50K
60,State-gov,Prof-school,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,6216,1323,40,United-States,>50K
70,Self-emp-not-inc,Masters,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,5072,959,32,United-States,<=50K
21,Private,Some-college,9,Never-married,Other-service,Own-child,White,Female,5479,1991,47,United-States,<=50K
57,Private,HS-grad,7,Widowed,Adm-clerical,Not-in-family,White,Female,6060,3780,45,United-States,<=50K
33,Private,HS-grad,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4612,2688,45,United-States,<=50K
28,Private,11th,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4925,3457,35,Mexico,<=50K
32,Private,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4341,2752,44,United-States,<=50K
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,5777,3576,38,United-States,<=50K
45,Private,Some-college,5,Divorced,Prof-specialty,Unmarried,White,Female,4880,2985,40,United-States,<=50K
22,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,5097,968,30,Mexico,<=50K
38,Private,Bachelors,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,5645,1175,40,United-States,<=50K
37,Private,Assoc-voc,8,Divorced,Prof-specialty,Not-in-family,White,Female,4894,3072,49,United-States,<=50K
23,Private,Bachelors,6,Never-married,Farming-fishing,Not-in-family,White,Male,4425,2594,41,United-States,<=50K
59,Private,7th-8th,12,Married-civ-spouse,Craft-repair,Husband,White,Male,5848,2629,46,United-States,<=50K
18,Private,HS-grad,7,Never-married,Adm-clerical,Own-child,White,Male,5865,2711,40,United-States,<=50K
30,Private,Bachelors,8,Never-married,Sales,Not-in-family,White,Female,4732,2680,50,Mexico,<=50K
50,Private,Some-college,5,Married-civ-spouse,Sales,Husband,White,Male,5233,1810,31,United-States,>50K
63,?,11th,9,Married-civ-spouse,?,Husband,White,Male,5201,1231,46,United-States,<=50K
48,Private,9th,10,Divorced,Sales,Not-in-family,White,Female,6607,2324,30,United-States,<=50K
60,Private,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,5874,3609,44,United-States,<=50K
46,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,4001,3735,45,Peru,<=50K
30,?,HS-grad,8,Never-married,?,Own-child,White,Male,6093,3061,45,United-States,<=50K
39,Private,Bachelors,12,Married-civ-spouse,Sales,Husband,White,Male,6125,1550,48,United-States,>50K
55,Local-gov,Some-college,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,4183,3041,42,United-States,>50K
17,Private,11th,8,Never-married,Sales,Own-child,White,Male,5311,2186,30,United-States,<=50K
46,Private,Bachelors,5,Married-civ-spouse,Sales,Husband,White,Male,4113,1102,43,United-States,>50K
50,Private,HS-grad,11,Divorced,Sales,Unmarried,White,Female,4436,3417,48,United-States,<=50K
32,Private,Bachelors,11,Never-married,Protective-serv,Not-in-family,Black,Male,4912,1808,43,United-States,<=50K
18,Private,HS-grad,8,Never-married,Other-service,Own-child,White,Female,4126,3471,46,United-States,<=50K
34,Private,HS-grad,11,Separated,Other-service,Not-in-family,Black,Male,5400,1739,50,United-States,<=50K
50,Private,Bachelors,9,Divorced,Prof-specialty,Not-in-family,White,Male,6701,3616,41,United-States,>50K
32,Private,11th,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,6320,1182,33,United-States,<=50K
23,Local-gov,Bachelors,9,Never-married,Prof-specialty,Not-in-family,Black,Female,4975,2052,34,United-States,<=50K
26,Private,Bachelors,11,Never-married,Prof-specialty,Not-in-family,White,Male,6631,2698,41,United-States,<=50K
46,Private,Assoc-acdm,7,Divorced,Prof-specialty,Not-in-family,White,Female,5159,1592,43,United-States,<=50K
43,Self-emp-inc,Some-college,5,Married-civ-spouse,Sales,Husband,White,Male,6221,3494,44,United-States,<=50K
32,Private,HS-grad,12,Married-civ-spouse,Transport-moving,Husband,White,Male,5633,1944,42,United-States,>50K
37,State-gov,Assoc-acdm,6,Divorced,Prof-specialty,Unmarried,White,Female,5865,1057,48,United-States,<=50K
48,Private,Some-college,6,Married-civ-spouse,Transport-moving,Husband,White,Male,4623,1226,42,United-States,>50K
43,Private,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4234,1323,49,United-States,<=50K
51,Local-gov,10th,8,Widowed,Other-service,Not-in-family,White,Female,4231,3610,39,United-States,<=50K
30,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,5713,2611,39,Dominican-Republic,<=50K
34,State-gov,Masters,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,4293,3314,39,United-States,>50K
34,Private,HS-grad,5,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,5531,1451,40,United-States,<=50K
41,Private,Bachelors,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,6637,2263,49,United-States,>50K
53,Private,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,5899,2739,30,United-States,<=50K
42,Private,Preschool,8,Married-civ-spouse,Craft-repair,Husband,White,Male,6642,2989,38,Nicaragua,<=50K
18,Private,HS-grad,11,Never-married,Other-service,Own-child,White,Female,4862,2398,33,United-States,<=50K
70,Private,Bachelors,9,Widowed,Sales,Not-in-family,White,Male,4413,2671,38,United-States,>50K
40,Private,Assoc-voc,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,6745,2431,36,United-States,<=50K
26,Private,Bachelors,6,Never-married,Tech-support,Own-child,White,Female,4305,3150,45,United-States,<=50K
20,Private,Some-college,6,Never-married,Tech-support,Own-child,White,Female,4264,3488,50,United-States,<=50K
41,Private,HS-grad,11,Never-married,Sales,Not-in-family,White,Female,4957,2905,37,United-States,<=50K
49,State-gov,Masters,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4040,1002,50,United-States,>50K
22,Private,Some-college,11,Never-married,Other-service,Not-in-family,White,Female,6580,1519,43,United-States,<=50K
46,Private,Bachelors,7,Divorced,Prof-specialty,Not-in-family,White,Male,3970,3562,37,United-States,>50K
35,Private,HS-grad,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,6814,2199,33,United-States,>50K
34,Private,Bachelors,12,Separated,Exec-managerial,Not-in-family,White,Female,3969,1951,36,United-States,<=50K
29,Local-gov,Masters,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,6949,2418,39,United-States,>50K
28,Private,12th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,4282,3811,34,?,<=50K
35,Private,Bachelors,7,Never-married,Other-service,Not-in-family,White,Male,6356,3080,38,United-States,<=50K
29,Private,Some-college,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,5217,3211,37,United-States,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,5029,2757,36,Columbia,<=50K
52,Self-emp-not-inc,Some-college,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,5615,1541,43,United-States,>50K
45,Private,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,4637,3776,50,United-States,<=50K
43,Private,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,Black,Male,4537,3135,41,United-States,<=50K
35,?,HS-grad,9,Married-civ-spouse,?,Other-relative,White,Female,4811,1229,31,United-States,<=50K
21,?,Some-college,8,Never-married,?,Own-child,White,Male,4682,2707,38,United-States,<=50K
35,Private,10th,10,Never-married,Other-service,Own-child,White,Male,6652,1571,47,United-States,<=50K
30,Private,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,6108,2200,44,United-States,<=50K
45,Private,HS-grad,7,Never-married,Machine-op-inspct,Unmarried,White,Female,6731,1418,48,Canada,<=50K
29,Private,Some-college,11,Never-married,Other-service,Other-relative,White,Female,6004,2473,30,United-States,<=50K
29,State-gov,10th,7,Never-married,Other-service,Own-child,Black,Female,6220,3236,47,United-States,<=50K
33,Private,Bachelors,10,Never-married,Exec-managerial,Not-in-family,White,Female,6024,1378,48,United-States,<=50K
17,Private,10th,11,Never-married,Other-service,Own-child,Black,Male,6256,3468,36,United-States,<=50K
52,Private,HS-grad,6,Divorced,Sales,Unmarried,White,Female,3957,3321,34,United-States,<=50K
24,Private,Some-college,8,Separated,Adm-clerical,Unmarried,White,Female,4392,3106,33,United-States,<=50K
32,State-gov,HS-grad,12,Married-civ-spouse,Transport-moving,Husband,White,Male,6635,957,39,United-States,>50K
32,Private,HS-grad,8,Separated,Exec-managerial,Not-in-family,White,Male,6066,1884,34,?,<=50K
33,Private,Bachelors,6,Never-married,Sales,Not-in-family,White,Female,6590,2749,42,United-States,<=50K
30,Private,7th-8th,11,Never-married,Craft-repair,Not-in-family,White,Male,6698,3223,37,United-States,<=50K
28,Private,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Male,4316,2187,38,United-States,<=50K
62,Without-pay,Assoc-acdm,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,4472,1428,37,United-States,<=50K
32,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,5575,2414,42,United-States,<=50K
26,Private,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,3975,3287,47,United-States,>50K
57,Federal-gov,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,6530,1977,45,United-States,>50K
35,Self-emp-not-inc,Bachelors,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,3998,1753,42,United-States,>50K
19,Private,HS-grad,7,Never-married,Handlers-cleaners,Own-child,White,Male,6411,3836,45,United-States,<=50K
49,Private,Bachelors,6,Never-married,Exec-managerial,Not-in-family,White,Male,4384,1116,42,United-States,>50K
47,Private,Assoc-voc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4716,2951,42,?,>50K
38,Private,11th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,5351,1724,46,United-States,<=50K
30,Private,HS-grad,5,Never-married,Machine-op-inspct,Own-child,White,Male,6511,2537,39,United-States,<=50K
32,Private,11th,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6802,1492,47,Columbia,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,6732,3442,35,United-States,>50K
46,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,6416,1502,49,United-States,<=50K
22,Private,HS-grad,10,Never-married,Farming-fishing,Not-in-family,White,Male,6687,2211,48,United-States,<=50K
47,Local-gov,Some-college,5,Married-civ-spouse,Protective-serv,Husband,White,Male,5814,3066,48,United-States,<=50K
57,Self-emp-not-inc,Some-college,7,Married-civ-spouse,Sales,Wife,White,Female,5500,3060,36,United-States,>50K
47,Private,Some-college,5,Divorced,Adm-clerical,Unmarried,Black,Female,4623,2416,35,United-States,<=50K
41,Private,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,6315,2500,40,United-States,>50K
36,Local-gov,HS-grad,6,Married-civ-spouse,Transport-moving,Husband,White,Male,5041,2583,45,United-States,<=50K
32,Private,Bachelors,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,6095,3778,46,United-States,<=50K
37,Private,11th,7,Married-spouse-absent,Other-service,Other-relative,White,Male,5088,2897,37,El-Salvador,<=50K
36,Self-emp-inc,HS-grad,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,4708,1710,37,United-States,<=50K
17,Private,10th,5,Never-married,Other-service,Own-child,White,Male,6285,3690,37,United-States,<=50K
23,Private,Some-college,11,Never-married,Adm-clerical,Own-child,White,Female,4386,2921,50,United-States,<=50K
37,Self-emp-not-inc,HS-grad,7,Married-civ-spouse,Other-service,Husband,White,Male,6265,1074,42,United-States,<=50K
35,Federal-gov,Some-college,8,Never-married,Handlers-cleaners,Unmarried,White,Female,4565,1046,43,United-States,<=50K
56,Self-emp-not-inc,HS-grad,6,Divorced,Other-service,Not-in-family,White,Male,6773,1582,37,United-States,<=50K
52,Private,Bachelors,7,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,5545,3475,50,United-States,<=50K
37,Local-gov,Bachelors,12,Married-civ-spouse,Tech-support,Husband,White,Male,4522,3418,32,United-States,>50K
48,State-gov,Doctorate,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,4162,1012,50,United-States,>50K
24,Private,HS-grad,7,Divorced,Other-service,Own-child,White,Female,6037,2067,36,Japan,<=50K
33,Private,Assoc-voc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5563,1781,36,United-States,<=50K
39,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,5633,956,39,Philippines,<=50K
34,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Male,5066,1773,45,United-States,<=50K
24,?,Bachelors,9,Divorced,?,Not-in-family,White,Female,6537,2404,39,United-States,<=50K
23,Private,Some-college,7,Never-married,Exec-managerial,Own-child,Other,Male,6032,2580,31,Peru,<=50K
18,Private,HS-grad,6,Never-married,Other-service,Not-in-family,White,Male,6116,1684,46,United-States,<=50K
20,Private,12th,9,Never-married,Machine-op-inspct,Own-child,White,Male,5371,1986,38,United-States,<=50K
54,Private,Masters,6,Married-civ-spouse,Sales,Husband,White,Male,5072,1896,34,United-States,>50K
19,Private,Some-college,12,Never-married,Adm-clerical,Own-child,White,Male,4930,3193,31,United-States,<=50K
53,Private,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,5582,1244,34,United-States,>50K
34,?,12th,9,Separated,?,Unmarried,Black,Female,5398,1852,42,United-States,<=50K
28,Private,HS-grad,10,Never-married,Craft-repair,Own-child,White,Male,6269,1128,32,United-States,<=50K
35,Private,HS-grad,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4038,2986,43,United-States,<=50K
20,Private,Some-college,8,Never-married,Sales,Not-in-family,White,Female,5272,1717,39,United-States,<=50K
31,Private,Some-college,6,Divorced,Adm-clerical,Not-in-family,White,Female,5608,1364,38,United-States,<=50K
37,Private,Doctorate,9,Separated,Prof-specialty,Unmarried,White,Female,6232,2520,42,United-States,<=50K
64,Private,12th,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4218,1445,49,Columbia,<=50K
42,Private,Some-college,11,Married-civ-spouse,Tech-support,Husband,White,Male,4472,1812,39,United-States,>50K
27,Private,Some-college,7,Divorced,Sales,Not-in-family,White,Male,6432,2080,30,United-States,<=50K
36,Self-emp-not-inc,Some-college,8,Never-married,Other-service,Unmarried,White,Female,5151,2674,49,United-States,<=50K
36,Private,Some-college,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3983,2563,42,United-States,>50K
23,Private,HS-grad,6,Never-married,Handlers-cleaners,Own-child,Black,Male,6866,2640,41,United-States,<=50K
24,Private,11th,7,Never-married,Craft-repair,Not-in-family,Black,Male,5120,3517,31,Jamaica,<=50K
22,Private,HS-grad,8,Never-married,Adm-clerical,Own-child,White,Female,4057,1034,30,United-States,<=50K
62,Private,Bachelors,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,4119,3019,44,United-States,>50K
19,Private,HS-grad,6,Never-married,Other-service,Own-child,White,Male,5772,2379,32,Puerto-Rico,<=50K
20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,4670,1620,35,United-States,<=50K
57,Private,HS-grad,6,Never-married,Adm-clerical,Own-child,White,Female,4478,3509,47,United-States,<=50K
19,Private,HS-grad,8,Never-married,Machine-op-inspct,Own-child,White,Male,4002,2480,41,United-States,<=50K
37,Local-gov,Masters,5,Married-civ-spouse,Prof-specialty,Wife,White,Female,5419,1290,38,United-States,>50K
35,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,5201,2144,48,United-States,>50K
17,Private,12th,10,Never-married,Sales,Own-child,White,Female,5987,3266,40,United-States,<=50K
36,Local-gov,Some-college,5,Divorced,Adm-clerical,Unmarried,White,Female,4152,1706,35,United-States,<=50K
50,Private,Some-college,11,Married-civ-spouse,Transport-moving,Husband,White,Male,5644,3241,39,United-States,>50K
27,State-gov,Doctorate,8,Never-married,Prof-specialty,Not-in-family,White,Male,5797,1619,44,United-States,<=50K
25,Private,HS-grad,7,Separated,Craft-repair,Not-in-family,Black,Male,5918,2591,39,United-States,<=50K
47,Self-emp-inc,Assoc-acdm,9,Widowed,Exec-managerial,Not-in-family,White,Female,6563,1819,46,United-States,<=50K
29,State-gov,Masters,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,4528,3298,36,United-States,>50K
19,Private,HS-grad,7,Never-married,Adm-clerical,Not-in-family,White,Female,4552,2202,33,United-States,<=50K
49,Private,Some-college,11,Married-civ-spouse,Transport-moving,Husband,White,Male,4797,2462,30,United-States,<=50K
31,Private,Prof-school,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,4595,1185,40,United-States,>50K
43,Federal-gov,Assoc-acdm,8,Married-civ-spouse,Prof-specialty,Wife,Black,Female,6327,1953,32,United-States,<=50K
56,Self-emp-not-inc,11th,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4675,1391,34,United-States,<=50K
42,Private,HS-grad,8,Divorced,Craft-repair,Unmarried,White,Female,6542,2728,36,United-States,<=50K
45,Federal-gov,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,4377,2231,33,United-States,>50K
40,Private,Bachelors,9,Widowed,Exec-managerial,Unmarried,White,Female,6473,3850,41,United-States,<=50K
44,Private,Some-college,8,Divorced,Adm-clerical,Unmarried,White,Female,4536,2055,39,United-States,<=50K
17,?,10th,7,Never-married,?,Own-child,White,Female,6517,2410,38,United-States,<=50K
36,Private,HS-grad,10,Divorced,Adm-clerical,Unmarried,White,Female,6589,1958,50,United-States,<=50K
19,Private,Some-college,11,Never-married,Sales,Own-child,White,Female,4598,2110,33,United-States,<=50K
53,Local-gov,HS-grad,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,4899,3134,39,United-States,>50K
72,Self-emp-not-inc,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4555,1425,38,United-States,<=50K
46,Private,Assoc-voc,10,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,4246,2022,45,United-States,<=50K
33,Private,Some-college,11,Separated,Prof-specialty,Unmarried,White,Female,6249,2734,47,United-States,<=50K
22,Private,9th,5,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,4740,1808,48,Philippines,<=50K
17,?,11th,5,Never-married,?,Other-relative,White,Female,5972,1820,39,United-States,<=50K
41,Private,HS-grad,8,Married-civ-spouse,Tech-support,Husband,White,Male,5123,1383,39,?,>50K
46,Private,9th,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4440,3026,37,United-States,<=50K
33,Private,HS-grad,5,Never-married,Sales,Own-child,White,Female,6737,1032,42,United-States,<=50K
32,Private,Preschool,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4680,1378,39,Mexico,<=50K
52,Self-emp-not-inc,HS-grad,8,Divorced,Craft-repair,Not-in-family,White,Male,6313,1121,46,United-States,<=50K
27,Private,HS-grad,6,Never-married,Adm-clerical,Own-child,White,Female,5232,1748,35,United-States,<=50K
48,State-gov,HS-grad,8,Married-civ-spouse,Protective-serv,Husband,White,Male,4836,3521,46,United-States,>50K
22,Private,Some-college,12,Never-married,Adm-clerical,Not-in-family,White,Female,6014,1148,45,United-States,<=50K
25,Private,HS-grad,11,Divorced,Other-service,Not-in-family,White,Male,5866,2836,34,United-States,<=50K
60,?,HS-grad,12,Married-civ-spouse,?,Husband,White,Male,6035,2121,45,United-States,<=50K
38,Private,Assoc-voc,5,Married-civ-spouse,Sales,Husband,White,Male,4876,3752,34,United-States,<=50K
37,Private,HS-grad,12,Married-civ-spouse,Transport-moving,Husband,White,Male,4060,1460,31,United-States,<=50K
49,Private,Some-college,8,Divorced,Adm-clerical,Unmarried,White,Female,5257,1284,36,United-States,<=50K
40,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5485,3312,44,United-States,<=50K
31,Private,Some-college,11,Never-married,Adm-clerical,Unmarried,Black,Female,5559,2839,39,United-States,<=50K
40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,5113,3053,39,United-States,<=50K
25,Private,HS-grad,8,Divorced,Sales,Unmarried,White,Female,4211,1129,38,United-States,<=50K
18,?,HS-grad,7,Never-married,?,Own-child,Black,Female,4286,2370,40,United-States,<=50K
19,Private,12th,9,Never-married,Farming-fishing,Own-child,White,Female,5368,3460,50,United-States,<=50K
35,Self-emp-inc,HS-grad,5,Never-married,Transport-moving,Not-in-family,White,Male,4939,1186,43,United-States,<=50K
28,Private,HS-grad,6,Divorced,Adm-clerical,Unmarried,White,Female,4952,2039,50,United-States,<=50K
33,Private,Some-college,6,Married-civ-spouse,Transport-moving,Husband,White,Male,5856,3404,39,United-States,<=50K
20,Private,HS-grad,12,Never-married,Handlers-cleaners,Own-child,White,Male,6563,1059,31,United-States,<=50K
45,Self-emp-not-inc,Bachelors,5,Never-married,Sales,Not-in-family,White,Female,5774,2773,50,United-States,<=50K
36,Private,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,4457,3620,44,United-States,>50K
34,Private,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5299,1956,43,United-States,<=50K
32,Private,Some-college,11,Never-married,Adm-clerical,Own-child,White,Female,5454,3615,38,United-States,<=50K
19,Private,Some-college,11,Never-married,Transport-moving,Own-child,White,Male,5935,2036,42,United-States,<=50K
24,Private,HS-grad,5,Never-married,Adm-clerical,Own-child,White,Female,5163,1241,42,United-States,<=50K
34,Private,Some-college,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4630,1923,38,United-States,>50K
32,Private,HS-grad,8,Never-married,Adm-clerical,Other-relative,White,Female,4629,3489,35,United-States,<=50K
37,Private,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,White,Male,5463,2480,30,United-States,>50K
31,Private,Some-college,11,Separated,Sales,Unmarried,White,Female,5598,3737,38,Mexico,<=50K
21,Private,Some-college,7,Never-married,Other-service,Own-child,White,Female,5486,3627,30,United-States,<=50K
47,Private,HS-grad,10,Married-civ-spouse,Transport-moving,Husband,White,Male,4597,2359,35,United-States,>50K
23,Private,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5795,2472,41,United-States,<=50K
33,Private,Masters,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,6056,2184,47,United-States,>50K
17,Private,HS-grad,7,Never-married,Adm-clerical,Own-child,White,Male,5358,2160,32,United-States,<=50K
67,Private,HS-grad,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4586,1754,47,United-States,<=50K
57,Private,Masters,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,5674,2061,38,United-States,>50K
17,Private,11th,8,Never-married,Handlers-cleaners,Own-child,White,Male,5813,1026,42,Peru,<=50K
53,Private,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,5700,1705,37,United-States,<=50K
24,State-gov,HS-grad,8,Married-civ-spouse,Transport-moving,Husband,White,Male,6312,2728,39,United-States,>50K
48,Self-emp-not-inc,Some-college,6,Married-civ-spouse,Transport-moving,Husband,White,Male,5321,2603,42,United-States,<=50K
38,Private,HS-grad,6,Separated,Protective-serv,Not-in-family,Black,Male,6536,1001,49,United-States,<=50K
51,Private,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,6913,3677,30,United-States,>50K
18,Private,HS-grad,8,Never-married,Tech-support,Own-child,White,Female,6166,1141,38,United-States,<=50K
23,Private,Some-college,6,Separated,Sales,Unmarried,White,Female,4521,962,32,United-States,<=50K
42,Private,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,5713,1547,43,United-States,>50K
34,Private,HS-grad,6,Separated,Other-service,Not-in-family,White,Female,6506,2891,34,?,<=50K
39,Private,HS-grad,11,Never-married,Machine-op-inspct,Unmarried,White,Male,6673,1997,40,United-States,<=50K
20,?,HS-grad,7,Never-married,?,Own-child,White,Male,4600,1431,50,United-States,<=50K
